name,dipole_moment,hyd_moment,net_charge,pro_pI_3D
emibetuzumab.VL  emi_E18_030.VH,556.98969,641.15582,4.4904156,8.9829102
emibetuzumab.VL  emi_E18_031.VH,481.81708,706.35461,2.7456629,8.2797852
emibetuzumab.VL  emi_E18_032.VH,407.44543,610.8269,-0.23154952,7.2250977
emibetuzumab.VL  emi_E18_033.VH,509.24582,588.02405,2.6890614,8.1625977
emibetuzumab.VL  emi_E18_034.VH,416.64124,509.66373,1.2891295,7.9282227
emibetuzumab.VL  emi_E18_037.VH,359.29132,615.35754,1.2502891,7.737793
emibetuzumab.VL  emi_E18_040.VH,521.53839,661.58875,2.734453,8.206543
emibetuzumab.VL  emi_E24_001.VH,326.91782,621.63068,-0.54304624,6.2270508
emibetuzumab.VL  emi_E24_003.VH,416.90082,566.87872,1.2822998,7.7524414
emibetuzumab.VL  emi_E24_004.VH,348.28735,568.42993,-0.50223005,6.6977539
emibetuzumab.VL  emi_E24_005.VH,491.42145,588.89276,2.7747903,8.2651367
emibetuzumab.VL  emi_E24_006.VH,421.48212,549.979,1.2995274,7.7817383
emibetuzumab.VL  emi_E24_007.VH,314.90967,644.50061,-1.5060512,5.0336914
emibetuzumab.VL  emi_E24_010.VH,445.89999,509.89838,2.7570965,8.3383789
emibetuzumab.VL  emi_E24_012.VH,502.6557,587.66241,3.6231139,8.543457
emibetuzumab.VL  emi_E24_013.VH,505.22156,603.97925,3.5489438,8.777832
emibetuzumab.VL  emi_E24_015.VH,401.3273,566.1618,1.2841115,7.7524414
emibetuzumab.VL  emi_E24_016.VH,495.03946,614.20056,2.7485132,8.2211914
emibetuzumab.VL  emi_E24_018.VH,426.33362,590.38989,2.7559712,8.2797852
emibetuzumab.VL  emi_E24_019.VH,451.15073,615.46466,2.762152,8.3237305
emibetuzumab.VL  emi_E24_020.VH,401.0007,653.78363,-1.5059497,5.2495117
emibetuzumab.VL  emi_E24_21.VH,484.19913,576.87579,2.7743964,8.2651367
emibetuzumab.VL  emi_E24-022.VH,444.71582,658.8114,1.3130313,7.8549805
emibetuzumab.VL  emi_E24-023.VH,508.54895,587.9422,2.7284052,8.4995117
emibetuzumab.VL  emi_E24-024.VH,408.68829,585.10547,-0.41091937,6.5073242
emibetuzumab.VL  emi_E24-025.VH,425.52573,563.78339,2.0712039,7.8110352
emibetuzumab.VL  emi_E24-026.VH,422.49298,635.67963,2.8212228,8.1772461
emibetuzumab.VL  emi_E24-028.VH,457.13934,623.15082,2.7614744,8.309082
emibetuzumab.VL  emi_E24-029.VH,412.68817,598.14362,2.8119981,8.3237305
emibetuzumab.VL  emi_E24-030.VH,507.50595,656.50134,1.3090972,7.8110352
emibetuzumab.VL  emi_E24-031.VH,443.63281,609.66809,2.8651066,8.206543
emibetuzumab.VL  emi_E24-032.VH,468.27725,575.01379,3.6297715,8.7338867
emibetuzumab.VL  emi_E24-033.VH,401.64096,582.15033,1.2973776,7.8110352
emibetuzumab.VL  emi_E24-034.VH,445.95294,569.11133,2.6741221,7.9575195
emibetuzumab.VL  emi_E24-035.VH,346.77905,623.71075,-0.47541359,6.4555664
emibetuzumab.VL  emi_E24-036.VH,361.03717,676.18878,-1.3832302,5.3764648
emibetuzumab.VL  emi_E24-037.VH,476.53943,601.49622,2.8330901,8.3676758
emibetuzumab.VL  emi_E24-038.VH,507.76141,616.25543,3.6126359,8.7192383
emibetuzumab.VL  emi_E24-039.VH,436.59418,544.30157,2.8972902,8.1040039
emibetuzumab.VL  emi_E27-001.VH,444.48563,571.97382,2.7965262,8.2504883
emibetuzumab.VL  emi_E27-002.VH,697.0274,689.36969,5.4542899,9.0561523
emibetuzumab.VL  emi_E27-003.VH,551.5451,654.25531,4.507463,9.0268555
emibetuzumab.VL  emi_E27-005.VH,593.65289,616.68652,4.5956488,8.8950195
emibetuzumab.VL  emi_E27-008.VH,501.56256,573.88025,3.6210999,8.5141602
emibetuzumab.VL  emi_E27-010.VH,432.0842,557.80585,2.8359125,8.2211914
emibetuzumab.VL  emi_E35-002.VH,334.07281,594.02069,0.31104648,7.6645508
emibetuzumab.VL  emi_E35-004.VH,338.09622,594.22296,1.2852703,7.7524414
emibetuzumab.VL  emi_E35-006.VH,506.51315,703.03113,3.6594548,8.675293
emibetuzumab.VL  emi_E35-007.VH,334.09363,732.63947,1.2967753,7.7670898
emibetuzumab.VL  emi_E35-008.VH,475.91144,619.99225,3.4719412,8.2797852
emibetuzumab.VL  emi_E35-012.VH,486.73395,599.87903,3.6454394,8.6899414
emibetuzumab.VL  emi_E37-001.VH,516.47858,644.29034,3.6083431,8.6313477
emibetuzumab.VL  emi_E37-002.VH,360.53708,604.00403,0.33654568,7.6938477
emibetuzumab.VL  emi_E37-003.VH,490.2753,684.83765,3.6750636,8.5874023
emibetuzumab.VL  emi_E37-004.VH,409.91812,630.28418,2.8268554,8.1772461
emibetuzumab.VL  emi_E37-011.VH,561.30432,655.15222,4.5927877,8.8071289
emibetuzumab.VL  emi_E37-012.VH,387.4859,621.13837,1.2960567,7.8110352
emibetuzumab.VL  emi_E39-002.VH,469.69983,593.85388,3.6292458,8.5874023
emibetuzumab.VL  emi_E39-006.VH,470.96732,693.18964,2.8353424,8.2944336
emibetuzumab.VL  emi_E39-009.VH,412.9176,616.99884,2.7999806,8.1186523
emibetuzumab.VL  emi_E39-010.VH,660.90356,702.9248,5.383585,9.246582
emibetuzumab.VL  emi_E39-011.VH,368.96466,658.92249,2.8009875,8.0161133
emibetuzumab.VL  emi_E39-012.VH,487.23355,601.24548,3.6146407,8.675293
emibetuzumab.VL  emi_E41-001.VH,461.9747,556.26019,3.7521827,8.4702148
emibetuzumab.VL  emi_E41-004.VH,455.01401,683.9483,2.82428,8.1625977
emibetuzumab.VL  emi_E41-004.VH,437.72672,556.30737,2.8323553,8.1479492
emibetuzumab.VL  emi_E41-006.VH,584.35205,621.31451,3.7710912,8.7631836
emibetuzumab.VL  emi_E41-008.VH,464.90335,686.82312,2.8218343,8.2211914
emibetuzumab.VL  emi_E43-001.VH,578.06079,645.19415,4.6032596,8.8364258
emibetuzumab.VL  emi_E43-003.VH,585.42108,639.36896,4.5211129,9.012207
emibetuzumab.VL  emi_E43-005.VH,476.7937,563.16888,3.690372,8.5581055
emibetuzumab.VL  emi_E43-006.VH,562.64777,656.09528,3.6619234,8.6606445
emibetuzumab.VL  emi_E43-007.VH,578.75116,636.44421,3.6507659,8.7192383
emibetuzumab.VL  emi_E43-009.VH,469.83807,563.67401,3.6922586,8.5288086
emibetuzumab.VL  emi_E43-011.VH,587.62683,630.5918,4.5339518,8.9682617
emibetuzumab.VL  emi_E45-002.VH,603.9494,656.5144,4.4996023,9.0415039
emibetuzumab.VL  emi_E45-005.VH,482.36395,568.68884,3.5907469,8.6606445
emibetuzumab.VL  emi_E45-006.VH,444.25128,574.80841,2.8452351,8.1772461
emibetuzumab.VL  emi_E45-009.VH,592.47687,657.95599,4.5041914,8.9975586
emibetuzumab.VL  emi_E45-011.VH,561.09558,651.04248,4.525023,9.144043
emibetuzumab.VL  emi_EM-01.VH,497.87503,576.37933,3.6511083,8.675293
emibetuzumab.VL  emi_EM-02.VH,599.81989,653.3996,4.5881906,8.8071289
emibetuzumab.VL  emi_EM-03.VH,427.08929,608.06647,2.7724309,8.2797852
emibetuzumab.VL  emi_EM-06.VH,484.3212,564.59467,3.6640348,8.6459961
emibetuzumab.VL  emi_EM-08.VH,501.03049,583.45898,3.703402,8.6313477
emibetuzumab.VL  emi_E14-063.VH,359.75259,655.91742,2.8449001,8.0600586
emibetuzumab.VL  emi_E14-064.VH,430.69519,558.23901,2.8294084,8.1772461
emibetuzumab.VL  emi_E14-065.VH,598.64093,624.7583,4.5255942,9.0268555
emibetuzumab.VL  emi_E14-066.VH,552.54547,609.5354,3.641052,8.7192383
emibetuzumab.VL  emi_E14-070.VH,598.60236,653.57324,4.5374913,8.9829102
emibetuzumab.VL  emi_E14-071.VH,587.67188,660.48132,4.4897814,8.6020508
emibetuzumab.VL  emi_E14-072.VH,577.83264,641.68719,4.6253462,8.8217773
emibetuzumab.VL  emi_E14-073.VH,427.08694,649.5415,3.6686254,8.5288086
emibetuzumab.VL  emi_E14-077.VH,498.61188,574.03137,3.6677115,8.4995117
emibetuzumab.VL  emi_E14-079.VH,594.24915,655.77356,4.6070719,8.9243164
emibetuzumab.VL  emi_E14-083.VH,538.54047,644.41681,3.7341452,8.4702148
emibetuzumab.VL  emi_E14-084.VH,602.68005,636.22156,4.5474939,9.0415039
emibetuzumab.VL  emi_E14-0.85,552.64166,618.36517,3.781625,8.5727539
